Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description
Nem.280	No	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.17	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	Nem.280.SingleWorm.SK.10
Nem.281	No	No	Nematoda	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	included	Bad	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.0001	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	Nem.281.SingleWorm.SK.10
Nem.282	No	No	Nematoda	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	included	Bad	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	1.22	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	Nem.282.SingleWorm.SK.10
Nem.477	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.332	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.477.SingleWorm.SK.11
Nem.478	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.0001	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.478.SingleWorm.SK.11
Nem.479	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Dorylaimidae	Dorylaiminae	Mesodorylaimus	Mesodorylaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.658	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.479.SingleWorm.SK.11
Nem.480	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	2.28	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.480.SingleWorm.SK.11
Nem.481	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Paraphelenchus	Paraphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.164	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.481.SingleWorm.SK.11
Nem.482	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.164	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.482.SingleWorm.SK.11
Nem.483	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.112	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.483.SingleWorm.SK.11
Nem.484	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.254	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.484.SingleWorm.SK.11
Nem.485	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	4.46	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.485.SingleWorm.SK.11
Nem.486	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.236	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.486.SingleWorm.SK.11
Nem.487	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.134	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.487.SingleWorm.SK.11
Nem.488	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.182	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.488.SingleWorm.SK.11
Nem.489	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.15	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.489.SingleWorm.SK.11
Nem.490	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.29	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.490.SingleWorm.SK.11
Nem.491	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.136	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.491.SingleWorm.SK.11
Nem.492	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.214	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.492.SingleWorm.SK.11
Nem.493	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.18	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.493.SingleWorm.SK.11
Nem.494	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.0001	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.494.SingleWorm.SK.11
Nem.495	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.126	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.495.SingleWorm.SK.11
Nem.496	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.14	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.496.SingleWorm.SK.11
Nem.497	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.196	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.497.SingleWorm.SK.11
Nem.498	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	4.14	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.498.SingleWorm.SK.11
Nem.499	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Stegelletina	Stegelletina sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.1	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.499.SingleWorm.SK.11
Nem.500	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.162	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.500.SingleWorm.SK.11
Nem.501	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.16	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.501.SingleWorm.SK.11
Nem.502	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.182	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.502.SingleWorm.SK.11
Nem.503	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.128	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.503.SingleWorm.SK.11
Nem.504	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.63	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.504.SingleWorm.SK.11
Nem.505	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Stegelletina	Stegelletina sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.0001	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.505.SingleWorm.SK.11
Nem.506	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.11	Oak.wood	0.13	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	Nem.506.SingleWorm.SK.11
Nem.61	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.286	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.61.SingleWorm.SK.12
Nem.62	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.232	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.62.SingleWorm.SK.12
Nem.63	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.214	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.63.SingleWorm.SK.12
Nem.64	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.144	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.64.SingleWorm.SK.12
Nem.65	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Qudsianematidae	Qudsianematinae	Crassolabium	Crassolabium sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.162	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.65.SingleWorm.SK.12
Nem.66	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.114	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.66.SingleWorm.SK.12
Nem.67	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.146	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.67.SingleWorm.SK.12
Nem.68	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Telotylenchinae	Tylenchorhynchus	Tylenchorhynchus sp.	Herbivores	P-p3	included	Bad	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	1.16	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.68.SingleWorm.SK.12
Nem.69	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.69.SingleWorm.SK.12
Nem.70	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.70.SingleWorm.SK.12
Nem.71	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.154	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.71.SingleWorm.SK.12
Nem.72	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.166	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.72.SingleWorm.SK.12
Nem.73	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.73.SingleWorm.SK.12
Nem.74	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Telotylenchinae	Tylenchorhynchus	Tylenchorhynchus sp.	Herbivores	P-p3	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.74.SingleWorm.SK.12
Nem.75	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.298	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.75.SingleWorm.SK.12
Nem.76	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.1	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.76.SingleWorm.SK.12
Nem.77	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.77.SingleWorm.SK.12
Nem.78	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.78.SingleWorm.SK.12
Nem.79	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	1.634	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.79.SingleWorm.SK.12
Nem.80	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.162	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.80.SingleWorm.SK.12
Nem.81	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.142	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.81.SingleWorm.SK.12
Nem.82	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	2.08	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.82.SingleWorm.SK.12
Nem.85	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.85.SingleWorm.SK.12
Nem.86	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.0001	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.86.SingleWorm.SK.12
Nem.87	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.172	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.87.SingleWorm.SK.12
Nem.88	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.12	Oak.wood	0.122	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	Nem.88.SingleWorm.SK.12
