Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description		
Nem.55	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	6.0800	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.08.Hollyleaf.cherry2		
Nem.56	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	3.5700	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.08.Hollyleaf.cherry2		
Nem.57	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.4940	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.08.Hollyleaf.cherry2		
Nem.58	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	7.7700	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.08.Hollyleaf.cherry2		
Nem.59	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	0.2250	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.08.Hollyleaf.cherry2		
Nem.60	No	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.08	Hollyleaf.cherry	3.4500	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.08.Hollyleaf.cherry2		
Nem.445	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	6.8600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.446	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.1600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.447	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	2.4600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.449	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	4.3600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.450	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.6200	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.451	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	4.9800	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.452	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	5.0600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.453	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	8.4600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.454	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Anomyctus	Anomyctus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.6880	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.455	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.4700	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.456	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	4.1600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.457	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	3.7200	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.458	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.3300	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.459	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	5.0600	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.460	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Qudsianematidae	Carcharolaiminae	Carcharolaimus	Carcharolaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	6.1200	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.461	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	2.7200	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.462	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	3.4800	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.463	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	2.3400	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.464	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	2.4400	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.465	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Heterocephalobellus	Heterocephalobellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	4.5000	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.466	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.1300	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.467	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.7140	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.468	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	1.8200	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.471	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.1180	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.472	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.7480	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.473	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	2.9000	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.474	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.09	Hollyleaf.cherry	0.6440	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.09.Hollyleaf.cherry3		
Nem.253	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	8.9800	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.254	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Tylencholaimoidea	Tylencholaimidae	Tylencholaiminae	Tylencholaimus	Tylencholaimus sp.	Fungivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	9.3200	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.255	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	1.2700	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.256	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.4360	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.257	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	9.2000	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.258	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.3820	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.260	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	2.3800	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.261	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	3.1000	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.262	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	7.9800	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.263	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.4060	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.264	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	1.2500	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.265	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	3.9000	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.266	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.6620	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.267	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Subanguina	Subanguina sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.4500	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.268	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.4160	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.269	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	4.8800	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.270	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	1.1300	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.271	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	5.8800	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.272	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	2.3200	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.273	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	4.2200	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.274	Yes	No	Nematoda	Chromadorea	Chromadoria	Monhysterida	Monhysterina	Monhysterina infraorder	Monhysteroidea	Monhysteridae	Monhysterinae	Monhystera	Monhystera sp.	Bacterivores 	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	0.2200	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.275	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Dorylaimidae	Dorylaiminae	Mesodorylaimus	Mesodorylaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	6.1200	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.276	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	5.3400	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
Nem.277	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.10	Oak.wood	7.3400	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.Oak.wood1		
